Popsize N/Lambda,mean_DE,std_DE,numEva_DE,mean_ES,std_ES,numEva_ES
32,0.0,0.0,1000032,0.0,0.0,1000001
64,0.0,0.0,1000064,0.0,0.0,1000001
128,0.0,0.0,1000064,0.0,0.0,1000065
256,0.0,0.0,1000192,0.0,0.0,1000193
512,0.0,0.0,1000448,0.0,0.0,1000449
1024,0.0,0.0,1000448,0.0,0.0,1000449
